response_id,participant_id,is_spam,shown_maps_json,extra_shape_rating,extra_winner_rating,extra_population_rating,survey_summary,reason_explain,extra_suggestions
response_000213,participant_000011,false,"[[1,4],[3,0],[1,4],[4,0],[0,1]]",7,5,5,which map was fair than other,yes i choose personally,
response_000214,participant_000202,false,"[[3,0],[4,0],[1,0],[0,3],[4,2]]",4,6,7,Which map looks more fair to voters,"I mainly looked at the distribution of the population in each map, and if I thought that a certain population was under-represented when looking at the sheer numbers I tended to think that that map was more gerrymandered.",
response_000215,participant_000084,false,"[[0,2],[3,4],[1,3],[2,1],[2,4]]",5,3,6,"The act of manipulating the boundaries of (an electoral constituency) so as to favor one party or class. In the following page, i will be presented with a map of a population and their political affiliation. These voters are divided into groups (districts) who each elect a single representative. I will be asked to answer if i think the shown examples are gerrymandered (manipulated) or not and my reasoning as to why.",Because I think these reasons have been justified in the light of this survey..,I like to do this survey.
response_000216,participant_000203,false,"[[3,1],[0,1],[1,3],[0,1],[1,3]]",9,9,10,Election result publication in map,Result,None
response_000217,participant_000204,false,"[[0,1],[3,1],[0,2],[4,2],[3,0]]",5,6,6,NO,BRIEF INFORMATION IN DISTRICT MAP,USEFUL THIS SURVEY
response_000218,participant_000205,false,"[[3,0],[0,1],[0,4],[3,4],[4,3]]",7,3,6,define the distribution or population according to the graphs,visualize the data,none
response_000219,participant_000206,false,"[[1,3],[1,0],[4,0],[3,1],[2,0]]",10,0,8,You asked me to compare my impressions of different hypothetical voting districts.,I strongly prefer a more even geographical distribution for districts.,I have none.
response_000220,participant_000207,false,"[[4,1],[4,1],[3,2],[2,4],[1,0]]",5,1,5,The questions asked for which choice between two electoral maps was more fair.,"To me, roughly equal populations in simple shape voting districts is the best situation. Any attempt to draw odd shape boundaries to skew elections is not a good situation.",No other comments.
response_000221,participant_000208,false,"[[1,3],[2,1],[2,1],[4,1],[1,3]]",6,6,6,about pie graph,about the voters,good
response_000222,participant_000079,false,"[[4,0],[3,4],[3,4],[2,0],[4,3]]",6,5,7,pie chart,voting details,It's good
response_000223,participant_000064,false,"[[3,2],[3,4],[1,2],[3,4],[2,0]]",6,6,4,about the pie chart,about vote,good
response_000224,participant_000209,true,"[[0,2],[1,3],[2,4],[1,0],[1,0]]",5,4,6,nice,good,good
response_000225,participant_000210,false,"[[0,4],[2,4],[2,4],[2,3],[0,3]]",7,1,5,"I was asked which Map was more fair, 6 times.",I tried to look at what appeared to give the most equal representation in my personal opinion.,This study was somewhat hard to understand.
response_000226,participant_000211,false,"[[1,4],[3,2],[0,1],[0,4],[4,2]]",2,7,7,Determine which of these redistricting maps is more fair.,I was looking for a distribution and separation that more closely matched the actual results.,
response_000227,participant_000212,false,"[[2,4],[3,4],[3,0],[4,3],[0,4]]",7,6,7,pie chart,Election Voting details,It's Good
response_000228,participant_000213,false,"[[0,3],[3,4],[0,4],[0,3],[3,0]]",6,7,3,that is about pie chart,its good,good and interesting
response_000229,participant_000065,false,"[[4,3],[2,0],[4,1],[0,3],[1,0]]",6,3,6,features of the maps that makes me think,understand human perception of 'gerrymandering' in a map,good
response_000230,participant_000073,false,"[[3,0],[3,0],[1,3],[1,0],[1,0]]",8,3,5,features of the maps that makes me think,understand human perception of 'gerrymandering' in a map,good
response_000231,participant_000075,false,"[[0,3],[4,3],[4,2],[3,2],[1,3]]",3,7,3,features of the maps that makes me think,understand human perception of 'gerrymandering' in a map,GOOD
response_000232,participant_000214,false,"[[3,4],[1,4],[4,3],[4,1],[2,0]]",9,1,9,"The city voters divided into many districts ,the survey asked which factor more fair and impress by the people ,when divided into districts.",My responses all based on the shape of the maps and distribution of the district and winner of the election .My all responses are very confident and looking the maps well after my personal opinion about the map are given to this nice survey.,nice study.
response_000233,participant_000215,false,"[[1,3],[4,3],[0,2],[3,4],[3,1]]",5,5,7,It was related to map and which map is having fair distribution.,The demarcation done was the reason behind choosing the answer.,Good one
response_000234,participant_000216,false,"[[0,1],[3,4],[4,1],[3,1],[3,2]]",10,7,6,"The fairness of the election, if it is gerrymandered",I looked at the distributions and if it seemed realistic.,
response_000235,participant_000078,false,"[[3,1],[0,3],[2,1],[2,3],[1,4]]",4,2,2,CHOOSE THE BEST DIVISION OF DISTRICTS,BECAUSE OF THEIR STRUCTURE,
response_000236,participant_000117,false,"[[0,1],[2,0],[2,3],[1,3],[2,0]]",7,4,5,COMBINE YHE TWO MAPS AND SELECT THE MAP YOU WANT.,THIS QUESTION WAS ASKED IN THIS WORK,GOOD
response_000237,participant_000217,true,"[[2,3],[4,0],[2,1],[2,3],[4,0]]",8,10,9,HOW WILL COME FIRST.,I LIKE IT,
response_000238,participant_000218,false,"[[3,0],[1,0],[4,0],[2,3],[1,2]]",9,4,3,Which was more fair and why given election results and graphic representation of districts.,"If the district was in line with the city it seemed fairly worked out, but the more goofy the district shapes, the more they look like they were messed with rather than organic.",
response_000239,participant_000219,false,"[[3,4],[4,1],[1,0],[4,2],[4,1]]",8,1,6,What map best summarizes the population,I looked closely at the shape and distribution of the population.,
response_000240,participant_000098,false,"[[4,1],[0,3],[1,0],[2,1],[3,0]]",6,1,6,Asked us to choose which map has divided properly,I have checked the percentage of the voters to choose the right map,good
response_000241,participant_000080,false,"[[4,2],[2,1],[2,0],[3,2],[0,4]]",7,4,7,MAJORITY DECIDING ON MAP,MUST SUITABLE MAPS THAT SELECTED FOR ME,
response_000242,participant_000220,false,"[[0,4],[0,4],[1,0],[3,4],[1,3]]",10,10,10,to review about maps,I select evenly designate shapes,The study was easy to understand.
response_000243,participant_000032,false,"[[2,0],[4,2],[0,4],[3,4],[2,0]]",6,9,9,need to provide my opinion about population and their political affiliation,i selected option based on distribution inside districts,no
response_000244,participant_000221,false,"[[1,0],[0,4],[2,4],[0,3],[0,4]]",8,10,10,how the selection was based,the major population and who have more domination,the survey was very interesting and occupying
response_000245,participant_000222,false,"[[2,4],[1,4],[3,2],[0,1],[0,1]]",6,4,8,What maps and districts are more evenly distributed?,The districts are sprawled out in a way that every section gets a sizable portion,
response_000246,participant_000223,false,"[[3,2],[3,0],[4,2],[4,0],[0,1]]",3,5,5,THE QUESTION IS ABOUT PIE CHART,THE SURVEY ABOUT OUR OPINION,GOOD
response_000247,participant_000224,false,"[[3,2],[2,4],[2,3],[0,3],[3,2]]",7,10,10,Which map is more fair at dividing the city of districts? what do you think so?,I chosen according to the map view that is 3 colors of votes are divided the city. And how many of them votes more and less votes of city i have been selected.,Nothing.
response_000248,participant_000225,false,"[[3,2],[4,0],[0,3],[0,3],[0,2]]",8,4,6,Which map I felt was better grouped into districts and why.,My main reasoning behind responses was the shape of the district. I didn’t really attribute the winner of election whatsoever.,
response_000249,participant_000226,true,"[[2,1],[2,1],[0,1],[0,1],[0,1]]",10,9,10,"Regarding cases of gerrymandering based on race, the Supreme Court has held (in Thornburg v. Gingles, 1986) that such practices are incompatible with Section 2 of the 1965 Voting Rights Act (as amended in 1982), which generally prohibits voting standards or practices whose practical effect is that members of racial minority groups “have less opportunity than other members of the electorate to…elect representatives of their choice.","A map is a symbolic representation of selected characteristics of a place, usually drawn on a flat surface. Maps present information about the world in a simple, visual way. They teach about the world by showing sizes and shapes of countries, locations of features, and distances between places. Maps can show distributions of things over Earth, such as settlement patterns. They can show exact locations of houses and streets in a city neighborhood.","Mapmakers, called cartographers, create maps for many different purposes. Vacationers use road maps to plot routes for their trips. Meteorologists—scientists who study weather—use weather maps to prepare forecasts. City planners decide where to put hospitals and parks with the help of maps that show land features and how the land is currently being used."
response_000250,participant_000070,true,"[[3,4],[2,4],[0,2],[3,4],[3,2]]",7,4,7,features of the,better understand human perception of 'gerrymandering' in a map,good
response_000251,participant_000011,false,"[[0,1],[1,0],[4,2],[4,1],[0,1]]",4,8,3,about maps,its pretty easy,
response_000252,participant_000227,false,"[[2,4],[4,3],[1,0],[0,4],[1,3]]",9,0,10,It asked which graph was more fair in terms of districts and gerrymandering.,I went with which one came closest to being fairest in size and amount of each group.,no comments
response_000253,participant_000228,false,"[[4,0],[3,4],[3,2],[1,0],[3,0]]",5,2,5,Which areas had more balanced representation for the votes,I looked mostly at the pie charts,
response_000254,participant_000162,false,"[[2,0],[3,4],[2,4],[2,4],[0,1]]",4,2,5,This survey is about the distribution of results of votes in city,Analysing the map will help for better result,
response_000255,participant_000229,false,"[[3,0],[0,3],[1,3],[0,2],[0,4]]",3,5,3,If the district were evenly distributed,i looked at the spacial arrangement between the city,
response_000256,participant_000230,false,"[[2,4],[2,3],[1,3],[2,0],[0,3]]",6,4,8,Which map is the most fair representing the districts.,Which map best matched the pie charts for past voting.,
response_000257,participant_000231,false,"[[0,1],[4,0],[1,3],[4,1],[4,3]]",8,2,9,"I was asked which district map I found to be more fair, and had to choose a reason why I felt this way.","I looked to the distribution of the colors in each district, and how wonky each boundary line of the districts were drawn.","No, thank you."
response_000258,participant_000232,false,"[[3,4],[4,2],[3,0],[0,3],[3,1]]",6,8,5,"the questions are based on piecharts. Its all about the shape , winners and distribution.",I have answered by what i understand.,its intresting.
response_000259,participant_000233,false,"[[4,2],[4,1],[3,4],[4,2],[4,1]]",3,9,8,"I was asked which district map seemed more fair, and then why",I think knowing who wins and the population is important until voting habits change,none
response_000260,participant_000234,false,"[[4,2],[3,1],[3,2],[3,4],[2,0]]",10,7,10,The questions focused on geographic and graphic representation of districts and election results,"Used my logical reasoning, visual analysis and common sense",No
response_000261,participant_000235,false,"[[1,4],[3,2],[2,1],[2,4],[3,0]]",4,1,8,I was shown some maps and then asked questions about which maps looked fairer and/or more or less gerrymandered.,"I generally chose maps as being fairer if the votes within a section were more closely aligned with the overall vote tendencies, and if those were equal then I looked at the shape of the districts.",Nothing else to add.
response_000262,participant_000236,true,"[[3,1],[2,1],[4,2],[1,2],[4,3]]",8,9,1,Is very good,very good survey,very good
response_000263,participant_000237,false,"[[1,3],[1,0],[2,1],[1,2],[2,4]]",8,8,7,Which maps were better drawn up for the fair representation of the city.,"I believe the best result is the most even and natural distribution of the votes, then the shape of the districts next.",Good mapping study and think we need to know more about how this affects our voting.
response_000264,participant_000238,false,"[[2,1],[0,1],[2,4],[3,0],[0,1]]",8,2,10,The distribution within the districts is essential to understand the maps,The distribution within the districts is key to understanding the maps helped me understand,
response_000265,participant_000239,false,"[[4,1],[1,4],[1,4],[0,3],[4,2]]",7,6,8,"This survey asked me which map was more fairly drawn out, in regards to gerrymandering.",I liked to look at the shapes of districts and which colors were represented.,Thankyou
response_000266,participant_000138,false,"[[1,0],[2,3],[0,3],[3,0],[3,2]]",3,3,9,I had to determine which map was a better distribution,I determined it by the distribution within the districts,
response_000267,participant_000240,false,"[[4,1],[2,0],[3,1],[4,1],[3,1]]",5,10,7,It was about choosing distributions of the map.,I was supposed to make a choice on the maps.,no
response_000268,participant_000241,false,"[[1,0],[4,2],[3,0],[1,4],[4,2]]",7,6,9,"I was presented with side-by-side district maps for elections and the results of the vote, then asked to determine which map was more fairly divided and what made me think that.","I looked at a few factors - whether the shape of the districts was clearly defined by a specific intent to influence the election; whether one group was unfairly split among all of the districts to ""water down"" their votes""; and whether one group won a majority of the districts despite not being a majority on the map.",Thanks for the opportunity to participate. Black Lives Matter!
response_000269,participant_000242,false,"[[2,4],[4,1],[4,0],[3,0],[3,1]]",8,5,8,District election vote counting and winners,The statistical image shows the response,Nice
response_000270,participant_000243,false,"[[0,4],[0,2],[0,2],[1,2],[3,0]]",2,1,10,chose a map more fairly drawn,Distribution needs to be about even in each section,no
response_000271,participant_000244,false,"[[3,4],[0,4],[1,2],[3,0],[4,1]]",6,2,10,I was asked which maps seemed more gerrymandered and why.,I tried to see if there was an obvious candidate who was being helped by the way the district was drawn.,not in my wheelhouse
response_000272,participant_000245,false,"[[1,0],[2,0],[0,1],[3,1],[3,0]]",4,5,9,What map is more fair in showing the results.,The distribution inside the districts was the most important thing for my choices.,No.
response_000273,participant_000246,false,"[[4,1],[1,3],[3,0],[3,4],[1,0]]",7,5,10,what attributes should be used in assigning districts.,gerrymandering is always biased toward the majority party,
response_000274,participant_000247,false,"[[4,3],[2,1],[2,1],[2,0],[4,2]]",8,1,8,They wanted to know which map seemed more fair & why.,I wanted to make sure everyone's voice would be heard.,
response_000275,participant_000248,false,"[[3,4],[1,3],[0,4],[1,2],[3,1]]",9,6,10,Which map shows the best and fairest district maps,I tried to look for the most evenly distribution in each district. This was difficult because it might be harder to tell if the boundaries might have been too manipulated,I had a hard time understanding the pie charts. I think an explanation of them might help
response_000276,participant_000249,true,"[[4,2],[4,1],[1,0],[4,2],[4,2]]",8,7,8,nothing,very nice,nothing
response_000277,participant_000198,false,"[[3,0],[1,4],[4,0],[1,4],[3,0]]",4,7,4,about maps,it was cool,
response_000278,participant_000084,false,"[[1,3],[0,2],[4,3],[2,1],[4,1]]",4,6,5,I will be presented with a map of a population and their political affiliation. These voters are divided into groups (districts) who each elect a single representative. I will be asked to answer if I think the shown examples are gerrymandered (manipulated) or not and my reasoning as to why.,I tried to give the correct answer by checking everything in a good way .,I like to do this survey..
response_000279,participant_000250,false,"[[4,3],[3,4],[0,1],[0,4],[0,1]]",2,3,8,It asked what I thought about voter district maps,Some of the voter districts looked like they were made to give the advantage to certain colors.,none
response_000280,participant_000251,true,"[[3,2],[1,0],[1,3],[3,0],[0,1]]",10,10,10,Explain the Motivation For Your Survey.,Explain the Motivation For Your Survey.,Explain the Motivation For Your Survey.
response_000281,participant_000252,false,"[[2,4],[1,2],[2,1],[4,2],[3,1]]",6,7,6,The questions spoke about the fairness of gerrymandering represented on the maps.,I based my answers on the pie shaped graphed.,
response_000282,participant_000253,false,"[[2,1],[1,4],[4,3],[2,3],[4,3]]",10,2,1,what map is more fair and how did you arrive at that conclusion?,I went by the district shapes because that means every part of the map was represented equally and therefore it was more fair.,none tysm!
response_000283,participant_000254,false,"[[1,2],[4,1],[1,3],[1,3],[3,2]]",4,1,6,MORE FAIR AT DIVIDING CITY INTO DISTRICTS,MAINLY DUE TH THEIR NEEDS AND THE POPULATION,CITY IS THE MAIN PLACE WHERE SATISFY THE PEOPLE NEEDS .DISTRICTS CONSISTS OF SEVERAL VILLAGE WE NEED TO THINK BEFORE TAKING DECISIONS
response_000284,participant_000255,false,"[[4,1],[4,2],[3,2],[4,3],[3,1]]",6,1,4,Which vision is more fair to the population?,The best district division is the one that will not lock out people.,
response_000285,participant_000256,false,"[[0,4],[3,2],[1,4],[0,2],[1,0]]",7,5,4,I was to pick which map seemed more fair and less gerrymandered,I tried to choose maps that looked fairly drawn with more equal votes in them,
response_000286,participant_000185,false,"[[1,2],[4,1],[3,1],[2,4],[1,0]]",6,1,9,pick best district,more compact means no fishing for partisan voters,
response_000287,participant_000257,false,"[[2,1],[0,3],[4,3],[3,0],[0,2]]",0,0,10,Which map seemed more fair,The distribution in a map reflecting the overall demographics,
response_000288,participant_000258,false,"[[4,0],[1,4],[0,2],[0,1],[3,0]]",1,6,3,Because I want the most diverse when it comes to the election.,I wanted to see no one clear favorites.,Thank you for letting me take this survey.
response_000289,participant_000259,false,"[[1,0],[3,2],[3,4],[4,0],[1,4]]",1,7,4,Which map would be more fair when it comes to the voting distribution of the population of the city.,"I tried to be as fair as possible, so the majority gets reflected, and second try to give every group a representation if possible.",None
response_000290,participant_000260,false,"[[0,3],[1,4],[4,3],[1,4],[4,1]]",6,3,6,It asked which of the maps showed the greatest distribution of the districts.,I chose ones where the shape and population looked to be the most well distributed. And as equal amount shown of each population/color in each area.,
response_000291,participant_000261,false,"[[3,1],[1,0],[4,0],[3,0],[2,0]]",5,8,10,"The question are -The shape of the districts, The winner of election, The distribution inside districts",Consider the anyone party's majority instead equally sharing. Also the distribution of district need to consider for selection,
response_000292,participant_000262,false,"[[2,0],[0,3],[3,0],[0,1],[4,2]]",5,4,8,which district maps do i prefer,shape and distribution of districts,
response_000293,participant_000263,false,"[[1,2],[3,4],[2,3],[2,0],[4,3]]",3,4,7,Which maps were more equitable,Based on the distribution of the districts and overall balance,
response_000294,participant_000264,false,"[[2,1],[0,4],[4,1],[2,4],[2,3]]",9,5,4,asking about the fairness of possible voting district shapes and populations.,"My main focus was on the geographic reality of the places these people live. I've seen some insane district maps like that one in Chicago that is like a mile long street for some reason. The Districts should be based on the geographic distinctions among the population. So if there's a valley and a hill in a town, those should probably be two different districts. If a river runs through town, those two sides should probably be different districts. Any other reason will only serve to alienate the very people these districts are supposed to represent.",
response_000295,participant_000265,false,"[[2,3],[4,0],[2,0],[4,3],[4,1]]",1,2,9,"What map seemed most equitable is voter registration, and why?",I tried to pick the one that was the most equitable to all three colors.,
response_000296,participant_000266,false,"[[1,0],[4,1],[1,0],[4,2],[3,1]]",1,4,10,Which map is more fair,I would expect a more equal distribution in a fair setup,
response_000297,participant_000267,false,"[[4,2],[3,2],[3,1],[4,1],[2,1]]",10,0,0,Ask which map is more representative of voting in a city.,I think the shape of the district (regardless of the voting winners or population) is most representative.,
response_000298,participant_000142,false,"[[4,3],[1,0],[0,3],[0,2],[2,0]]",7,6,5,I was presented with a map of a population and their affiliation. I was asked to see examples of gerrymandered or not.,"My reasoning behind my responses are the shape of the districts, the winner of election, and the distribution inside districts.",No.
response_000299,participant_000268,false,"[[4,0],[4,3],[4,2],[0,2],[3,1]]",7,5,4,Asked about questions on separation of districts.,It's what came to my mind and I thought was the best choice.,"Thank you very much, have a great day!"
response_000300,participant_000269,false,"[[2,1],[0,2],[3,0],[4,3],[2,4]]",9,1,5,which map looked fairer,"because of the way they looked, it changed my mind",
response_000301,participant_000270,true,"[[1,2],[3,1],[3,0],[3,2],[0,1]]",10,10,10,,,good
response_000302,participant_000271,false,"[[1,4],[1,2],[3,2],[4,1],[1,2]]",8,5,6,I was asked which map made more sense and to give a reasoning why from the listed options,I just tried to look at what I thought was right and made the most sense.,
response_000303,participant_000272,false,"[[1,2],[1,2],[2,3],[1,2],[4,2]]",10,1,9,Tell is which district restructuring is more fair.,I looked at them and tried to see which were grouped evenly,
response_000304,participant_000103,false,"[[0,2],[0,2],[0,2],[1,0],[3,2]]",8,1,1,I was asked to look at two ways of dividing a geographic region into districts and indicate which seemed most fair or least gerrymandered.,The shapes - if there was an odd shape that didn't make senses geographically it was more gerrymandered.,
response_000305,participant_000273,false,"[[0,4],[1,2],[4,1],[2,3],[3,1]]",6,5,3,My opinion on the fairness of districts,Some were less fair because one color dominated the district.,No.
response_000306,participant_000274,false,"[[3,0],[2,0],[0,3],[0,4],[0,2]]",3,3,9,Which map looked gerrymandered? Why?,I figure the one with more diversity of response would be less manipulated.,
response_000307,participant_000275,false,"[[4,0],[1,0],[3,1],[3,2],[0,1]]",3,3,7,Which map was more fair and why.,I think you should have some representation in all districts.,
response_000308,participant_000276,true,"[[3,1],[1,2],[2,3],[3,1],[0,1]]",3,2,3,GOOD,YES,GOOD
response_000309,participant_000277,false,"[[2,4],[2,0],[0,3],[4,0],[1,4]]",4,8,2,Which district division do you think is fairer?,"I ranked the fairness by winner of the election, then by regularity of the shapes.",
response_000310,participant_000278,false,"[[0,3],[2,0],[2,3],[3,0],[1,2]]",4,1,8,I was asked which of the two districts seemed more fair and why.,I used the pie charts and I counted the colors. I also looked at the shape.,
response_000311,participant_000279,false,"[[3,0],[2,1],[0,1],[4,2],[4,3]]",8,4,8,Which town should be labeled as districts.,The size and how the town is divided,
response_000312,participant_000105,false,"[[4,1],[3,1],[3,0],[1,4],[1,3]]",9,6,7,whether I think the shown examples are gerrymander or not and why,most is the shape of the districts,none
response_000313,participant_000196,false,"[[1,0],[0,4],[3,2],[1,0],[3,0]]",7,9,8,what city lines were more fair,i looked at who was in them and how large each shape was,
response_000314,participant_000280,false,"[[1,2],[3,2],[2,0],[1,4],[4,3]]",10,0,0,The questions that were mostly asked in this study was which map had an even amount of Districts,My reasoning behind my responses were the shape of the maps in between A and B. Knowing that the districts were even compare to the other maps by looking at the shape.,I don't have any final comments or questions about this study.
response_000315,participant_000281,false,"[[2,4],[0,3],[4,2],[0,3],[2,0]]",2,3,9,Which district is more fair? Why did you decide that?,I thought that the most equal distribution was fair,
response_000316,participant_000282,false,"[[4,0],[1,2],[1,2],[3,0],[1,0]]",9,7,7,Are the districts divided equally and how easy is it to tell the winner.,I used the graphics charts to answer my questions,No
response_000317,participant_000283,false,"[[3,0],[4,2],[1,2],[4,1],[2,1]]",1,3,8,I was asked which map appeared fairer and why I thought so.,I think that the distribution in the districts matters more because it ensures that each party gets a fair number of voters.,
response_000318,participant_000284,false,"[[1,0],[1,3],[3,2],[4,3],[3,0]]",3,1,7,Which are was more equally divided by gerrymandering maps,I tried to see what areas looked more represented by the colors or groups.,
response_000319,participant_000285,false,"[[2,1],[1,2],[1,4],[1,0],[4,1]]",10,1,3,If I thought that one map was more fair over the other and why.,"Besides gut feeling, trying to see if one said had an unfair advantage.",Jesus loves you!
response_000320,participant_000286,false,"[[1,0],[3,0],[2,3],[3,1],[3,2]]",10,2,2,Which map looks more fair and why?,"If they look like big, even chunks across the map, they're probably not gerrymandered.",
response_000321,participant_000287,false,"[[1,2],[4,2],[3,2],[4,1],[3,1]]",8,2,5,"Choose between two maps showing constituency boundaries, based on shape and interior demographic.",I was looking for fairness of distribution and shapes that didn't look manufactured (long slender ones with no logical sense look gerrymandered).,"None, good survey!"
response_000322,participant_000288,false,"[[3,0],[3,0],[4,3],[4,2],[3,4]]",9,1,9,which election map is the more fair?,Electoral districts should be grouped around the same location (not extend in all sorts of way) and have the same amount of people in them.,
response_000323,participant_000289,false,"[[0,3],[0,1],[2,0],[2,0],[4,1]]",10,2,5,Which map is more even?,I feel like the more awkward shapes were more susceptible to gerrymanding.,Thank you.
response_000324,participant_000290,false,"[[0,1],[0,2],[4,3],[2,4],[4,0]]",10,8,7,which factor determined the outcome and fairness,the distribution of population within the districts,
response_000325,participant_000291,false,"[[1,0],[4,0],[4,2],[1,3],[0,4]]",10,2,6,Which map of gerrymandering looks more fair,"I just wanted to go based on size and shape instead of bending it to fit specific candidates, it seems more fair that way.",
response_000326,participant_000292,false,"[[2,1],[4,2],[2,0],[0,2],[3,0]]",7,4,7,Which map looks more unfair?,I looked at shape and demographics,No
response_000327,participant_000293,false,"[[2,3],[3,4],[2,1],[2,1],[3,4]]",5,8,7,What districts are divided more equal.,The shape.,none.
response_000328,participant_000150,false,"[[4,0],[2,1],[1,0],[3,4],[0,2]]",10,2,2,They were asking to rate two maps based on three different criteria.,I graded the ones i picked because of the map presentation and the fair drawn out districts.,
response_000329,participant_000294,false,"[[0,3],[2,1],[4,2],[0,2],[0,1]]",10,6,8,What gerrymandered maps were more fair.,How the maps looked.,
response_000330,participant_000295,false,"[[2,3],[3,2],[3,0],[1,0],[0,1]]",10,7,4,Picked what was divided better,I picked based on the size of the shapes,
response_000331,participant_000296,false,"[[0,2],[1,0],[1,0],[1,4],[3,0]]",7,5,10,what map is more fair,i think the distribution is what people focus on when gerrymandering - shape comes afterwards,none
response_000332,participant_000297,false,"[[1,2],[3,2],[0,1],[0,4],[2,3]]",10,0,5,We were shown two maps and were told to determine which one was more fair in terms of voter distribution.,"My reasoning was entirely based on the shape of the districts and only a little of the population because I couldn't really parse who the winner was supposed to be, which is most likely a personal failing on my part. I couldn't tell who the actual winner of the election was supposed to be.",
response_000333,participant_000298,false,"[[1,2],[3,2],[0,4],[4,3],[0,4]]",10,4,4,The questions asked which districts were more fair for an election.,"I chose based on geography and area of the districts. Otherwise, they can be stacked in favor of one side.",None.
response_000334,participant_000299,false,"[[3,2],[0,3],[1,4],[4,0],[4,3]]",9,3,9,"The shape, the winner of the election, distribution of districts.",Using bar and pie chart diagrams.,
response_000335,participant_000300,false,"[[3,2],[1,2],[3,1],[3,1],[4,3]]",9,5,8,Which map I felt looked like a more fair way to divide the district.,The general layout of the district seemed to be the most important.,
response_000336,participant_000301,false,"[[4,0],[1,2],[2,4],[1,0],[2,3]]",3,6,8,"I was asked which map was more fair, and then asked the reason why.","I generally considered how well balanced the voter populations were and then looked at maps, though all the maps seemed manipulated to some degree so the first criteria I mentioned was primary.",n.a.
response_000337,participant_000302,false,"[[4,0],[3,0],[2,3],[3,2],[1,3]]",3,3,7,the chart should be visualized about the votes of the district,it is good experience about the survey,none
response_000338,participant_000303,false,"[[0,4],[4,0],[4,1],[1,3],[2,3]]",3,2,7,"I was asked to look at some district maps and ascertain which seemed fairer, regarding the allocated political districts.","I was interested in how natural the segments were, rather than forced and if the distribution of voters was such that an array of different types of voters were in each district.",
response_000339,participant_000304,false,"[[3,1],[0,4],[1,4],[1,4],[3,1]]",5,3,8,The question was to assess the effect of gerrymandering in an election result by looking in to the map of election political affiliation in a district,The relation between population distribution and its effect on a decision making when considering the chances of manipulation through changing voter boundaries . It is possible to create an advantage to a certain party by dividing boundaries of participants,
response_000340,participant_000305,true,"[[4,1],[4,1],[0,4],[4,1],[1,0]]",8,4,6,nil,nil,no
response_000341,participant_000306,false,"[[4,1],[1,2],[4,0],[0,4],[2,3]]",6,2,7,What district is well and equally divided?,"Where there was fairness in the distribution of the districts,\.",Good survey
response_000342,participant_000119,true,"[[0,4],[1,4],[1,0],[2,3],[1,4]]",5,6,6,Write the Key Facts First,"person is asking you to tell him that how did you came to understand that thing, so make him understand it also.",good
response_000343,participant_000307,true,"[[4,0],[1,4],[1,2],[4,3],[0,3]]",8,5,9,it is intresting,well,
response_000344,participant_000122,true,"[[2,3],[1,3],[0,2],[2,1],[3,2]]",6,6,5,Closed-ended questions,"put them in logical order,",good
response_000345,participant_000308,true,"[[0,4],[3,1],[2,0],[2,1],[3,1]]",7,5,8,Write the Key Facts First.,You need to say how or why something happens,GOOD
response_000346,participant_000055,true,"[[4,2],[3,2],[1,4],[0,2],[2,1]]",5,8,5,Use Visualizations to Show Data Write the Key Facts First. Write a Short Survey Summary. Explain the Motivation For Your Survey. Put Survey Statistics in Context. Tell the Reader What the Outcome Should Be. Export Your Survey Result Graphs.,"In other words, explain your reasoning step by step. Don't just repeat all the related facts in the book or notes--try to pick out the important, relevant points, put them in logical order, and explain (or diagram) how one leads to the next. (In other words, pretend you are writing a simple* answer key.)",Fair
response_000347,participant_000309,true,"[[1,0],[3,1],[1,4],[2,1],[2,1]]",6,7,6,Likert scale questions.,"In other words, explain your reasoning step by step.",NICE
response_000348,participant_000310,true,"[[1,2],[2,4],[3,0],[1,3],[3,2]]",4,4,4,1,2,3
response_000349,participant_000311,true,"[[3,4],[3,4],[4,2],[2,4],[3,0]]",5,6,8,Likert scale questions.,good,good
response_000350,participant_000312,true,"[[4,1],[2,3],[4,2],[1,3],[2,1]]",4,7,5,Write the Key Facts First.,"In other words, explain your reasoning step by step",GOOD
response_000351,participant_000313,true,"[[2,0],[0,2],[1,3],[0,3],[3,1]]",7,8,6,Closed-ended questions.,"To explain something is to make it plain or clear, or to render it understandable or intelligible.",GOOD
response_000352,participant_000314,true,"[[1,4],[0,2],[0,2],[3,1],[4,0]]",6,7,7,Use Visualizations to Show Data.,put them in logical,"try to modify your message, or change how you're sending the message,"
response_000353,participant_000057,true,"[[0,3],[0,2],[4,3],[1,4],[0,2]]",8,4,6,Use Visualizations to Show Data. Write the Key Facts First. Write a Short Survey Summary. Explain the Motivation For Your Survey. Put Survey Statistics in Context. Tell the Reader What the Outcome Should Be. Export Your Survey Result Graphs,"""explain your reasoning "" means that the other person is asking you to tell him that how did you came to understand that thing, so make him understand it also. or tell how did you can to that conclusion.",Good
response_000354,participant_000315,false,"[[1,4],[4,3],[2,1],[0,1],[4,1]]",7,5,7,"Determining whether gerrymandering is fair or not,",I feel like gerrymandering can negatively impact a district.,
response_000355,participant_000316,true,"[[0,4],[0,4],[2,0],[0,3],[0,3]]",5,6,5,"A summary begins with an introductory sentence that states the text's title, author and main point of the text as you see it",Interval Scale Questions.,FAIR
